country,date,total_cases,daily_cases
South Africa,01/30/20,0,0
South Africa,01/31/20,0,0
South Africa,02/01/20,0,0
South Africa,02/02/20,0,0
South Africa,02/03/20,0,0
South Africa,02/04/20,0,0
South Africa,02/05/20,0,0
South Africa,02/06/20,0,0
South Africa,02/07/20,0,0
South Africa,02/08/20,0,0
South Africa,02/09/20,0,0
South Africa,02/10/20,0,0
South Africa,02/11/20,0,0
South Africa,02/12/20,0,0
South Africa,02/13/20,0,0
South Africa,02/14/20,0,0
South Africa,02/15/20,0,0
South Africa,02/16/20,0,0
South Africa,02/17/20,0,0
South Africa,02/18/20,0,0
South Africa,02/19/20,0,0
South Africa,02/20/20,0,0
South Africa,02/21/20,0,0
South Africa,02/22/20,0,0
South Africa,02/23/20,0,0
South Africa,02/24/20,0,0
South Africa,02/25/20,0,0
South Africa,02/26/20,0,0
South Africa,02/27/20,0,0
South Africa,02/28/20,0,0
South Africa,02/29/20,0,0
South Africa,03/01/20,0,0
South Africa,03/02/20,0,0
South Africa,03/03/20,0,0
South Africa,03/04/20,0,0
South Africa,03/05/20,1,1
South Africa,03/06/20,1,0
South Africa,03/07/20,1,0
South Africa,03/08/20,3,2
South Africa,03/09/20,3,0
South Africa,03/10/20,7,4
South Africa,03/11/20,13,6
South Africa,03/12/20,17,4
South Africa,03/13/20,24,7
South Africa,03/14/20,38,14
South Africa,03/15/20,51,13
South Africa,03/16/20,62,11
South Africa,03/17/20,62,0
South Africa,03/18/20,116,54
South Africa,03/19/20,150,34
South Africa,03/20/20,202,52
South Africa,03/21/20,240,38
South Africa,03/22/20,274,34
South Africa,03/23/20,402,128
South Africa,03/24/20,554,152
South Africa,03/25/20,709,155
South Africa,03/26/20,927,218
South Africa,03/27/20,1170,243
South Africa,03/28/20,1187,17
South Africa,03/29/20,1280,93
South Africa,03/30/20,1326,46
South Africa,03/31/20,1353,27
South Africa,04/01/20,1380,27
South Africa,04/02/20,1462,82
South Africa,04/03/20,1505,43
South Africa,04/04/20,1585,80
South Africa,04/05/20,1655,70
South Africa,04/06/20,1686,31
South Africa,04/07/20,1749,63
South Africa,04/08/20,1845,96
South Africa,04/09/20,1934,89
South Africa,04/10/20,2003,69
South Africa,04/11/20,2028,25
South Africa,04/12/20,2173,145
South Africa,04/13/20,2272,99
South Africa,04/14/20,2415,143
South Africa,04/15/20,2506,91
South Africa,04/16/20,2605,99
South Africa,04/17/20,2783,178
South Africa,04/18/20,3034,251
South Africa,04/19/20,3158,124
South Africa,04/20/20,3300,142
South Africa,04/21/20,3465,165
South Africa,04/22/20,3635,170
South Africa,04/23/20,3953,318
South Africa,04/24/20,4220,267
South Africa,04/25/20,4361,141
South Africa,04/26/20,4546,185
South Africa,04/27/20,4793,247
South Africa,04/28/20,4996,203
South Africa,04/29/20,5350,354
South Africa,04/30/20,5647,297
South Africa,05/01/20,5951,304
South Africa,05/02/20,6336,385
South Africa,05/03/20,6783,447
South Africa,05/04/20,7220,437
South Africa,05/05/20,7572,352
South Africa,05/06/20,7808,236
South Africa,05/07/20,8232,424
South Africa,05/08/20,8895,663
South Africa,05/09/20,9420,525
South Africa,05/10/20,10015,595
South Africa,05/11/20,10652,637
South Africa,05/12/20,11350,698
South Africa,05/13/20,12074,724
South Africa,05/14/20,12739,665
South Africa,05/15/20,13524,785
South Africa,05/16/20,14355,831
South Africa,05/17/20,15515,1160
South Africa,05/18/20,16433,918
South Africa,05/19/20,17200,767
South Africa,05/20/20,18003,803
South Africa,05/21/20,19137,1134
South Africa,05/22/20,20125,988
South Africa,05/23/20,21343,1218
South Africa,05/24/20,22583,1240
South Africa,05/25/20,23615,1032
South Africa,05/26/20,24264,649
South Africa,05/27/20,25937,1673
South Africa,05/28/20,27403,1466
South Africa,05/29/20,29240,1837
South Africa,05/30/20,30967,1727
South Africa,05/31/20,32683,1716
South Africa,06/01/20,34357,1674
South Africa,06/02/20,35812,1455
South Africa,06/03/20,37525,1713
South Africa,06/04/20,40792,3267
South Africa,06/05/20,43434,2642
South Africa,06/06/20,45973,2539
South Africa,06/07/20,48285,2312
South Africa,06/08/20,50879,2594
South Africa,06/09/20,52991,2112
South Africa,06/10/20,55421,2430
South Africa,06/11/20,58568,3147
South Africa,06/12/20,61927,3359
South Africa,06/13/20,65736,3809
South Africa,06/14/20,70038,4302
South Africa,06/15/20,73533,3495
South Africa,06/16/20,76334,2801
South Africa,06/17/20,80412,4078
South Africa,06/18/20,83890,3478
South Africa,06/19/20,87715,3825
South Africa,06/20/20,92681,4966
South Africa,06/21/20,97302,4621
South Africa,06/22/20,101590,4288
South Africa,06/23/20,106108,4518
South Africa,06/24/20,111796,5688
South Africa,06/25/20,118375,6579
South Africa,06/26/20,124590,6215
South Africa,06/27/20,131800,7210
South Africa,06/28/20,138134,6334
South Africa,06/29/20,144264,6130
South Africa,06/30/20,151209,6945
South Africa,07/01/20,159333,8124
South Africa,07/02/20,168061,8728
South Africa,07/03/20,177124,9063
South Africa,07/04/20,187977,10853
South Africa,07/05/20,196750,8773
South Africa,07/06/20,205721,8971
South Africa,07/07/20,215855,10134
South Africa,07/08/20,224665,8810
South Africa,07/09/20,238339,13674
South Africa,07/10/20,250687,12348
South Africa,07/11/20,264184,13497
South Africa,07/12/20,276242,12058
South Africa,07/13/20,287796,11554
South Africa,07/14/20,298292,10496
South Africa,07/15/20,311049,12757
South Africa,07/16/20,324221,13172
South Africa,07/17/20,337594,13373
South Africa,07/18/20,350879,13285
South Africa,07/19/20,364328,13449
South Africa,07/20/20,373628,9300
South Africa,07/21/20,381798,8170
South Africa,07/22/20,394948,13150
South Africa,07/23/20,408052,13104
South Africa,07/24/20,421996,13944
South Africa,07/25/20,434200,12204
South Africa,07/26/20,445433,11233
South Africa,07/27/20,452529,7096
United Kingdom,01/22/20,0,0
United Kingdom,01/23/20,0,0
United Kingdom,01/24/20,0,0
United Kingdom,01/25/20,0,0
United Kingdom,01/26/20,0,0
United Kingdom,01/27/20,0,0
United Kingdom,01/28/20,0,0
United Kingdom,01/29/20,0,0
United Kingdom,01/30/20,0,0
United Kingdom,01/31/20,2,2
United Kingdom,02/01/20,2,0
United Kingdom,02/02/20,2,0
United Kingdom,02/03/20,8,6
United Kingdom,02/04/20,8,0
United Kingdom,02/05/20,9,1
United Kingdom,02/06/20,9,0
United Kingdom,02/07/20,9,0
United Kingdom,02/08/20,13,4
United Kingdom,02/09/20,14,1
United Kingdom,02/10/20,14,0
United Kingdom,02/11/20,15,1
United Kingdom,02/12/20,16,1
United Kingdom,02/13/20,17,1
United Kingdom,02/14/20,18,1
United Kingdom,02/15/20,18,0
United Kingdom,02/16/20,18,0
United Kingdom,02/17/20,19,1
United Kingdom,02/18/20,19,0
United Kingdom,02/19/20,20,1
United Kingdom,02/20/20,22,2
United Kingdom,02/21/20,23,1
United Kingdom,02/22/20,23,0
United Kingdom,02/23/20,28,5
United Kingdom,02/24/20,30,2
United Kingdom,02/25/20,34,4
United Kingdom,02/26/20,37,3
United Kingdom,02/27/20,44,7
United Kingdom,02/28/20,56,12
United Kingdom,02/29/20,61,5
United Kingdom,03/01/20,94,33
United Kingdom,03/02/20,134,40
United Kingdom,03/03/20,189,55
United Kingdom,03/04/20,246,57
United Kingdom,03/05/20,295,49
United Kingdom,03/06/20,374,79
United Kingdom,03/07/20,429,55
United Kingdom,03/08/20,483,54
United Kingdom,03/09/20,630,147
United Kingdom,03/10/20,889,259
United Kingdom,03/11/20,1301,412
United Kingdom,03/12/20,1790,489
United Kingdom,03/13/20,2270,480
United Kingdom,03/14/20,2634,364
United Kingdom,03/15/20,3077,443
United Kingdom,03/16/20,3692,615
United Kingdom,03/17/20,4462,770
United Kingdom,03/18/20,5467,1005
United Kingdom,03/19/20,6533,1066
United Kingdom,03/20/20,7791,1258
United Kingdom,03/21/20,9006,1215
United Kingdom,03/22/20,10395,1389
United Kingdom,03/23/20,12744,2349
United Kingdom,03/24/20,15126,2382
United Kingdom,03/25/20,17843,2717
United Kingdom,03/26/20,20970,3127
United Kingdom,03/27/20,24219,3249
United Kingdom,03/28/20,27062,2843
United Kingdom,03/29/20,29954,2892
United Kingdom,03/30/20,34281,4327
United Kingdom,03/31/20,38815,4534
United Kingdom,04/01/20,43789,4974
United Kingdom,04/02/20,48718,4929
United Kingdom,04/03/20,53699,4981
United Kingdom,04/04/20,57772,4073
United Kingdom,04/05/20,61422,3650
United Kingdom,04/06/20,66738,5316
United Kingdom,04/07/20,72224,5486
United Kingdom,04/08/20,77387,5163
United Kingdom,04/09/20,82293,4906
United Kingdom,04/10/20,86660,4367
United Kingdom,04/11/20,90273,3613
United Kingdom,04/12/20,93812,3539
United Kingdom,04/13/20,98017,4205
United Kingdom,04/14/20,102365,4348
United Kingdom,04/15/20,107465,5100
United Kingdom,04/16/20,112808,5343
United Kingdom,04/17/20,117798,4990
United Kingdom,04/18/20,122534,4736
United Kingdom,04/19/20,126394,3860
United Kingdom,04/20/20,131260,4866
United Kingdom,04/21/20,136035,4775
United Kingdom,04/22/20,141540,5505
United Kingdom,04/23/20,146708,5168
United Kingdom,04/24/20,151689,4981
United Kingdom,04/25/20,155453,3764
United Kingdom,04/26/20,158926,3473
United Kingdom,04/27/20,163630,4704
United Kingdom,04/28/20,168357,4727
United Kingdom,04/29/20,173807,5450
United Kingdom,04/30/20,178771,4964
United Kingdom,05/01/20,183501,4730
United Kingdom,05/02/20,186731,3230
United Kingdom,05/03/20,189708,2977
United Kingdom,05/04/20,193091,3383
United Kingdom,05/05/20,196780,3689
United Kingdom,05/06/20,200616,3836
United Kingdom,05/07/20,204387,3771
United Kingdom,05/08/20,207439,3052
United Kingdom,05/09/20,209589,2150
United Kingdom,05/10/20,211911,2322
United Kingdom,05/11/20,215500,3589
United Kingdom,05/12/20,218895,3395
United Kingdom,05/13/20,222195,3300
United Kingdom,05/14/20,224813,2618
United Kingdom,05/15/20,227334,2521
United Kingdom,05/16/20,229406,2072
United Kingdom,05/17/20,231232,1826
United Kingdom,05/18/20,233809,2577
United Kingdom,05/19/20,236867,3058
United Kingdom,05/20/20,239579,2712
United Kingdom,05/21/20,242133,2554
United Kingdom,05/22/20,244174,2041
United Kingdom,05/23/20,245682,1508
United Kingdom,05/24/20,247037,1355
United Kingdom,05/25/20,248650,1613
United Kingdom,05/26/20,250309,1659
United Kingdom,05/27/20,252118,1809
United Kingdom,05/28/20,253854,1736
United Kingdom,05/29/20,255362,1508
United Kingdom,05/30/20,256469,1107
United Kingdom,05/31/20,257539,1070
United Kingdom,06/01/20,258983,1444
United Kingdom,06/02/20,260453,1470
United Kingdom,06/03/20,261802,1349
United Kingdom,06/04/20,263040,1238
United Kingdom,06/05/20,264150,1110
United Kingdom,06/06/20,264944,794
United Kingdom,06/07/20,265662,718
United Kingdom,06/08/20,266756,1094
United Kingdom,06/09/20,267915,1159
United Kingdom,06/10/20,269101,1186
United Kingdom,06/11/20,270108,1007
United Kingdom,06/12/20,271162,1054
United Kingdom,06/13/20,272050,888
United Kingdom,06/14/20,272857,807
United Kingdom,06/15/20,273888,1031
United Kingdom,06/16/20,274971,1083
United Kingdom,06/17/20,275970,999
United Kingdom,06/18/20,276990,1020
United Kingdom,06/19/20,277974,984
United Kingdom,06/20/20,278640,666
United Kingdom,06/21/20,279264,624
United Kingdom,06/22/20,280156,892
United Kingdom,06/23/20,281038,882
United Kingdom,06/24/20,281815,777
United Kingdom,06/25/20,282512,697
United Kingdom,06/26/20,283151,639
United Kingdom,06/27/20,283785,634
United Kingdom,06/28/20,284192,407
United Kingdom,06/29/20,284812,620
United Kingdom,06/30/20,285216,404
United Kingdom,07/01/20,285279,63
United Kingdom,07/02/20,285285,6
United Kingdom,07/03/20,285787,502
United Kingdom,07/04/20,286412,625
United Kingdom,07/05/20,286931,519
United Kingdom,07/06/20,287290,359
United Kingdom,07/07/20,287874,584
United Kingdom,07/08/20,288511,637
United Kingdom,07/09/20,289154,643
United Kingdom,07/10/20,289678,524
United Kingdom,07/11/20,290504,826
United Kingdom,07/12/20,291154,650
United Kingdom,07/13/20,291691,537
United Kingdom,07/14/20,292931,1240
United Kingdom,07/15/20,293469,538
United Kingdom,07/16/20,294116,647
United Kingdom,07/17/20,294803,687
United Kingdom,07/18/20,295632,829
United Kingdom,07/19/20,296358,726
United Kingdom,07/20/20,296944,586
United Kingdom,07/21/20,297389,445
United Kingdom,07/22/20,297952,563
United Kingdom,07/23/20,298731,779
United Kingdom,07/24/20,299500,769
United Kingdom,07/25/20,300270,770
United Kingdom,07/26/20,301020,750
United Kingdom,07/27/20,301708,688
US,01/22/20,1,1
US,01/23/20,1,0
US,01/24/20,2,1
US,01/25/20,2,0
US,01/26/20,5,3
US,01/27/20,5,0
US,01/28/20,5,0
US,01/29/20,5,0
US,01/30/20,5,0
US,01/31/20,7,2
US,02/01/20,8,1
US,02/02/20,8,0
US,02/03/20,11,3
US,02/04/20,11,0
US,02/05/20,11,0
US,02/06/20,11,0
US,02/07/20,11,0
US,02/08/20,11,0
US,02/09/20,11,0
US,02/10/20,11,0
US,02/11/20,12,1
US,02/12/20,12,0
US,02/13/20,13,1
US,02/14/20,13,0
US,02/15/20,13,0
US,02/16/20,13,0
US,02/17/20,13,0
US,02/18/20,13,0
US,02/19/20,13,0
US,02/20/20,13,0
US,02/21/20,15,2
US,02/22/20,15,0
US,02/23/20,15,0
US,02/24/20,15,0
US,02/25/20,15,0
US,02/26/20,15,0
US,02/27/20,16,1
US,02/28/20,16,0
US,02/29/20,24,8
US,03/01/20,30,6
US,03/02/20,53,23
US,03/03/20,73,20
US,03/04/20,104,31
US,03/05/20,174,70
US,03/06/20,222,48
US,03/07/20,337,115
US,03/08/20,451,114
US,03/09/20,519,68
US,03/10/20,711,192
US,03/11/20,1109,398
US,03/12/20,1561,452
US,03/13/20,2157,596
US,03/14/20,2870,713
US,03/15/20,2968,98
US,03/16/20,4360,1392
US,03/17/20,6141,1781
US,03/18/20,8917,2776
US,03/19/20,14157,5240
US,03/20/20,19479,5322
US,03/21/20,25825,6346
US,03/22/20,33761,7936
US,03/23/20,43850,10089
US,03/24/20,54112,10262
US,03/25/20,66055,11943
US,03/26/20,84091,18036
US,03/27/20,102276,18185
US,03/28/20,122069,19793
US,03/29/20,141205,19136
US,03/30/20,162707,21502
US,03/31/20,188724,26017
US,04/01/20,214205,25481
US,04/02/20,244610,30405
US,04/03/20,276547,31937
US,04/04/20,309699,33152
US,04/05/20,337573,27874
US,04/06/20,367215,29642
US,04/07/20,397992,30777
US,04/08/20,429686,31694
US,04/09/20,464442,34756
US,04/10/20,497943,33501
US,04/11/20,527969,30026
US,04/12/20,556522,28553
US,04/13/20,581813,25291
US,04/14/20,608878,27065
US,04/15/20,637974,29096
US,04/16/20,669272,31298
US,04/17/20,701996,32724
US,04/18/20,730337,28341
US,04/19/20,756375,26038
US,04/20/20,783716,27341
US,04/21/20,809318,25602
US,04/22/20,837422,28104
US,04/23/20,871617,34195
US,04/24/20,907908,36291
US,04/25/20,940829,32921
US,04/26/20,968518,27689
US,04/27/20,990983,22465
US,04/28/20,1015518,24535
US,04/29/20,1043038,27520
US,04/30/20,1072667,29629
US,05/01/20,1106829,34162
US,05/02/20,1136024,29195
US,05/03/20,1161611,25587
US,05/04/20,1184086,22475
US,05/05/20,1208271,24185
US,05/06/20,1233527,25256
US,05/07/20,1261409,27882
US,05/08/20,1288587,27178
US,05/09/20,1314320,25733
US,05/10/20,1334084,19764
US,05/11/20,1352962,18878
US,05/12/20,1375152,22190
US,05/13/20,1396110,20958
US,05/14/20,1423727,27617
US,05/15/20,1449027,25300
US,05/16/20,1474128,25101
US,05/17/20,1493132,19004
US,05/18/20,1514901,21769
US,05/19/20,1535350,20449
US,05/20/20,1559157,23807
US,05/21/20,1584512,25355
US,05/22/20,1608653,24141
US,05/23/20,1630476,21823
US,05/24/20,1651289,20813
US,05/25/20,1670280,18991
US,05/26/20,1689163,18883
US,05/27/20,1707445,18282
US,05/28/20,1730260,22815
US,05/29/20,1754764,24504
US,05/30/20,1779214,24450
US,05/31/20,1799124,19910
US,06/01/20,1816479,17355
US,06/02/20,1837374,20895
US,06/03/20,1857332,19958
US,06/04/20,1878683,21351
US,06/05/20,1903907,25224
US,06/06/20,1926639,22732
US,06/07/20,1944370,17731
US,06/08/20,1961785,17415
US,06/09/20,1979912,18127
US,06/10/20,2000706,20794
US,06/11/20,2023656,22950
US,06/12/20,2048986,25330
US,06/13/20,2074542,25556
US,06/14/20,2094366,19824
US,06/15/20,2114026,19660
US,06/16/20,2137731,23705
US,06/17/20,2163290,25559
US,06/18/20,2191099,27809
US,06/19/20,2222579,31480
US,06/20/20,2255328,32749
US,06/21/20,2281767,26439
US,06/22/20,2312303,30536
US,06/23/20,2347491,35188
US,06/24/20,2382426,34935
US,06/25/20,2422299,39873
US,06/26/20,2467554,45255
US,06/27/20,2510259,42705
US,06/28/20,2549864,39605
US,06/29/20,2590668,40804
US,06/30/20,2636414,45746
US,07/01/20,2687588,51174
US,07/02/20,2742049,54461
US,07/03/20,2795361,53312
US,07/04/20,2841241,45880
US,07/05/20,2891124,49883
US,07/06/20,2936077,44953
US,07/07/20,2996098,60021
US,07/08/20,3054699,58601
US,07/09/20,3117946,63247
US,07/10/20,3185737,67791
US,07/11/20,3245925,60188
US,07/12/20,3304942,59017
US,07/13/20,3364157,59215
US,07/14/20,3431574,67417
US,07/15/20,3498902,67328
US,07/16/20,3576157,77255
US,07/17/20,3647715,71558
US,07/18/20,3711413,63698
US,07/19/20,3773260,61847
US,07/20/20,3834677,61417
US,07/21/20,3899211,64534
US,07/22/20,3970121,70910
US,07/23/20,4038816,68695
US,07/24/20,4112531,73715
US,07/25/20,4178970,66439
US,07/26/20,4233923,54953
US,07/27/20,4290259,56336
